Name in English,Degree of endangerment,Number of speakers,Latitude,Longitude,Countries
Aheu,Definitely endangered,500,18.4333,104.5,Laos
Amahuaca,Severely endangered,500,-10.8764,-72.29,Peru
Anfillo,Critically endangered,500,8.5049,34.7415,Ethiopia
Arbanasi,Severely endangered,500,44.0994,15.2545,Croatia
Baniva,Severely endangered,500,2.8333,-67.5219,Venezuela
Bataan Ayta,Definitely endangered,500,14.4324,120.4788,Philippines
Bats,Severely endangered,500,42.0982,45.0878,Georgia
Black Mountain,Definitely endangered,500,27.1955,90.43,Bhutan
Busoa,Vulnerable,500,-5.5722,122.6074,Indonesia
Chong,Severely endangered,500,12.9506,102.0374,"Cambodia, Thailand"
Domaaki,Severely endangered,500,36.0979,73.9627,Pakistan
Ganan,Severely endangered,500,24.2317,95.3778,Myanmar
Havasupai,Definitely endangered,500,36.2429,-112.6897,United States of America
Kensiw (Thailand),Severely endangered,500,7.1712,99.7915,Thailand
Khmin,Vulnerable,500,22.0469,100.8065,China
Khvarshi,Definitely endangered,500,42.3417,46.1212,Russia
Kundal Shahi,Definitely endangered,500,34.55,73.8833,"India, Pakistan"
Laghuu,Definitely endangered,500,23.6166,105.6833,Vietnam
Laha (Lao Cai),Definitely endangered,500,22.0333,103.75,Vietnam
Laha (Son La),Definitely endangered,500,21.4666,103.75,Vietnam
Langa,Severely endangered,500,6.5404,11.6427,Cameroon
Laxudumau,Vulnerable,500,-2.8922,151.2467,Papua New Guinea
Majera,Critically endangered,500,11.3231,14.9839,Cameroon
Maliseet-Passamaquoddy,Severely endangered,500,44.9572,-67.0496,United States of America
Mikasuki,Vulnerable,500,26.3202,-80.9877,United States of America
Mlomp,Critically endangered,500,12.7421,-16.4904,Senegal
Onin,Vulnerable,500,-2.9745,132.2383,Indonesia
Ormu,Vulnerable,500,-2.5136,140.6675,Indonesia
Palikur (French Guyana),Severely endangered,500,3.908,-51.9873,Guinea
Pemon (Brazil),Vulnerable,500,4.664,-60.216,Brazil
Quechua of Chachapoyas,Critically endangered,500,-6.2606,-77.7722,Peru
Samatu,Critically endangered,500,24.2105,98.9655,China
Seke,Vulnerable,500,28.9282,83.8249,Nepal
Siona / Secoya (Colombia),Critically endangered,500,0.493,-76.2464,Colombia
South Saami,Severely endangered,500,64.2063,13.4802,"Norway, Sweden"
Taikat,Definitely endangered,500,-2.8429,140.846,Indonesia
Taloki,Definitely endangered,500,-4.5928,122.8628,Indonesia
Tamki,Critically endangered,500,11.48,18.2125,Chad
Tawahka,Severely endangered,500,15.3602,-85.1373,Honduras
Thavung (Thailand),Severely endangered,500,17.3168,103.5142,Thailand
Tomadino,Definitely endangered,500,-2.5836,121.9729,Indonesia
Toratán,Definitely endangered,500,1.0354,124.7985,Indonesia
Tunisian Judeo-Arabic (Tunisia),Critically endangered,500,33.8795,10.0634,Tunisia
Ulwa,Severely endangered,500,12.8894,-83.5779,Nicaragua
"Ute (Colorado, Ute Mountain)",Severely endangered,500,37.2105,-108.7223,United States of America
Walmajarri,Definitely endangered,500,-19.9939,125.5297,Australia
Warekena (Venezuela),Severely endangered,500,2.5479,-67.2802,Venezuela
Boguru,Critically endangered,494,4.3902,29.2016,"Dem. Rep. Congo, Sudan"
Pukobyê,Vulnerable,494,-5.3316,-46.7138,Brazil
Swoeng,Definitely endangered,492,15.3333,106.75,Laos
Wali,Critically endangered,487,11.9372,29.3005,Sudan
Gavião do Pará,Vulnerable,476,-5.1784,-48.999,Brazil
Malecite,Definitely endangered,475,46.8023,-67.6686,"Canada, United States of America"
Ninam (Brazil),Vulnerable,466,3.1185,-62.9736,Brazil
Zoró,Vulnerable,464,-10.9519,-61.0729,Brazil
Sanema (Brazil),Vulnerable,462,2.8113,-63.0615,Brazil
Ixtenco Otomí,Severely endangered,461,19.2495,-97.8943,Mexico
Ottawa (Michigan),Critically endangered,459,43.5971,-84.7752,United States of America
Kanela Apaniekra,Vulnerable,458,-6.2716,-46.1865,Brazil
Satawal,Severely endangered,458,7.3406,147.041,Micronesia
Chatino of Zacatepec,Definitely endangered,453,16.1333,-97.35,Mexico
Demisa,Definitely endangered,450,-2.7016,136.6699,Indonesia
Koasati (Louisiana),Definitely endangered,450,30.4855,-92.8494,United States of America
Koasati (Texas),Definitely endangered,450,30.7155,-94.6965,United States of America
Nanti,Vulnerable,450,-11.6629,-72.6965,Peru
Shabo,Severely endangered,450,7.327,35.2935,Ethiopia
Sharanahua,Severely endangered,450,-10.3365,-70.9277,Peru
Siona  Secoya (Peru),Definitely endangered,450,-0.5712,-74.8828,Peru
Tolomako,Definitely endangered,450,-15.1834,166.8438,Vanuatu
Enawenê-Nawê,Vulnerable,445,-12.5223,-59.7656,Brazil
Valle Nacional Chinantec,Definitely endangered,442,17.7747,-96.3034,Mexico
Gavião de Rondônia,Vulnerable,436,-10.4445,-61.6992,Brazil
Tabasco Náhuatl,Critically endangered,434,18.0026,-93.3722,Mexico
Sera,Severely endangered,432,-3.0033,141.9158,Papua New Guinea
Yecuana (Brazil),Vulnerable,430,2.8552,-63.3251,Brazil
Alabugat Tatar,Definitely endangered,422,45.4447,47.0324,Russia
"Zapotec of the Southern mountains, eastern lowlands",Definitely endangered,420,16.2,-96.7,Mexico
Western Otomí,Severely endangered,415,19.4335,-100.3456,Mexico
Moose Cree,Vulnerable,405,52.2827,-81.6276,Canada
Tlahuica,Severely endangered,405,18.9664,-99.4137,Mexico
Katukina do Acre,Severely endangered,404,-6.4899,-69.2578,Brazil
Abai Sungai,Definitely endangered,400,5.587,118.3695,Malaysia
Barasana (Colombia),Critically endangered,400,0.0769,-70.3894,Colombia
Beezen,Severely endangered,400,6.7518,10.0744,Cameroon
Buga,Critically endangered,400,8.2495,25.7574,Sudan
Cheyenne (Oklahoma),Severely endangered,400,35.6022,-97.9766,United States of America
Cimbrian,Definitely endangered,400,45.867,11.4268,Italy
Cobiana,Critically endangered,400,12.4017,-16.3229,"Guinea-Bissau, Senegal"
Dagur (Amur),Critically endangered,400,49.5252,127.5402,China
Dahalo,Severely endangered,400,-2.2625,40.7537,Kenya
Émérillon,Severely endangered,400,2.8991,-52.8881,Guinea
Gagauz (Maritime),Severely endangered,400,43.2932,27.9602,"Bulgaria, Romania"
Hijuk,Critically endangered,400,4.2861,10.4919,Cameroon
Hobyot,Severely endangered,400,16.6388,53.0612,"Oman, Yemen"
Inari Saami,Severely endangered,400,68.8446,27.2817,Finland
Istriot,Severely endangered,400,45.0541,13.7246,Croatia
Kalao,Definitely endangered,400,-7.3134,121.0034,Indonesia
Kamaiurá,Vulnerable,400,-12.1655,-53.4292,Brazil
Kickapoo (Kansas),Severely endangered,400,39.6972,-95.7089,United States of America
Kickapoo (Oklahoma),Severely endangered,400,35.4245,-97.0713,United States of America
Kickapoo (Texas),Severely endangered,400,28.6147,-100.4386,United States of America
Kiowa,Severely endangered,400,35.1016,-98.6197,United States of America
Koroni,Definitely endangered,400,-2.6412,121.9894,Indonesia
Lamongse,Critically endangered,400,7.3134,93.6968,India
Ndunda,Severely endangered,400,6.9482,10.9698,Nigeria
Northern Paiute (Nevada),Definitely endangered,400,41.9979,-117.7193,United States of America
Pupeo,Definitely endangered,400,23.1666,105.1,China
Rapa,Severely endangered,400,-27.8973,-143.5034,Fr. Polynesia
Red Gelao (China),Critically endangered,400,26.2553,105.8571,China
Sengseng,Vulnerable,400,-6.0681,150.2792,Papua New Guinea
Sirionó,Severely endangered,400,-14.557,-63.7316,Bolivia
Talondo,Definitely endangered,400,-2.3723,119.3774,Indonesia
"Yaminahua (Bolivia, Peru)",Severely endangered,400,-10.7469,-71.7297,"Bolivia, Peru"
Mixtec of Zapotitlán,Severely endangered,396,18.3333,-97.4666,Mexico
Sanema (Venezuela),Vulnerable,393,4.4669,-64.1931,Venezuela
Ts'ixa,Definitely endangered,390,-18.9894,23.692,Botswana
Pirahã,Vulnerable,389,-6.9264,-61.1279,Brazil
Mixtec of San Pedro Tidaá,Severely endangered,384,17.35,-97.3833,Mexico
Yerong,Severely endangered,380,23.0732,106.0789,China
A'ingae / Cofan (Colombia),Severely endangered,379,0.4525,-76.9191,Colombia
Halkomelem,Severely endangered,375,48.7715,-123.6678,"Canada, United States of America"
Yudja,Vulnerable,362,-10.956,-53.3235,Brazil
Kisêdjê,Vulnerable,351,-11.5795,-53.031,Brazil
Auye,Vulnerable,350,-3.5627,135.9915,Indonesia
Awyi,Vulnerable,350,-2.943,140.6359,Indonesia
Bierebo,Vulnerable,350,-16.6539,168.1539,Vanuatu
Fayu,Vulnerable,350,-3.1,136.8,Indonesia
Labo,Vulnerable,350,-16.4492,167.4481,Vanuatu
Mra,Critically endangered,350,28.3914,93.3837,"China, India"
Myky,Vulnerable,350,-12.5331,-59.5019,Brazil
Na,Critically endangered,350,28.4638,93.3041,"China, India"
Nadëb,Definitely endangered,350,-1.9771,-67.0166,Brazil
Taje,Critically endangered,350,-0.747,120.086,Indonesia
Tenharim,Severely endangered,350,-8.4071,-61.1499,Brazil
Mako,Critically endangered,345,4.2149,-65.7421,Venezuela
Barām,Critically endangered,342,28.041,84.629,Nepal
Ikpeng,Vulnerable,342,-11.7376,-53.616,Brazil
Gardiol,Severely endangered,340,39.4658,15.9933,Italy
Araweté,Vulnerable,339,-5.1347,-52.3388,Brazil
Northern Pame,Definitely endangered,337,21.9955,-99.6458,Mexico
Thompson,Severely endangered,335,50.1909,-120.8431,Canada
Serili,Vulnerable,328,-8.1136,129.9023,Indonesia
Kaningara,Vulnerable,327,-4.5784,143.3612,Papua New Guinea
Misantla Totonac,Critically endangered,325,19.865,-96.7755,Mexico
Nemi,Definitely endangered,325,-20.6494,164.6878,New Caledonia
Nambiquara do Norte,Vulnerable,323,-11.8028,-59.8095,Brazil
Matís,Vulnerable,322,-6.1405,-70.664,Brazil
Wauja,Vulnerable,321,-12.2554,-53.5899,Brazil
Benggoi,Definitely endangered,320,-3.0748,130.0918,Indonesia
Karitiana,Vulnerable,320,-9.7307,-64.0942,Brazil
Apalai,Vulnerable,317,1.2084,-55.1074,Brazil
Kwak'wala,Critically endangered,315,50.7338,-127.4982,"Canada, United States of America"
Southern Zoque,Definitely endangered,312,16.7138,-93.1194,Mexico
Tilung,Definitely endangered,310,27.1501,86.5077,Nepal
Opuuo,Critically endangered,307,8.3202,33.8873,Ethiopia
Panará,Vulnerable,306,-9.449,-54.5965,Brazil
Aka,Critically endangered,300,11.0112,34.2333,India
Bakole,Critically endangered,300,4.5764,8.8439,Cameroon
Bathari,Critically endangered,300,17.8846,55.5853,Oman
Brokkat,Definitely endangered,300,27.5618,90.6152,Bhutan
Duwet,Vulnerable,300,-6.4763,146.8377,Papua New Guinea
Faire Atta,Severely endangered,300,18.027,120.4929,Philippines
Green Gelao (China),Critically endangered,300,27.7022,106.0952,China
Green Gelao (Vietnam),Critically endangered,300,23.1333,105.25,Vietnam
Guatuso,Severely endangered,300,10.6723,-84.8256,Costa Rica
Gupapuyngu,Vulnerable,300,-12.6624,136.549,Australia
Istro-Romanian,Severely endangered,300,45.3907,14.436,Croatia
Jicarilla Apache,Severely endangered,300,36.9336,-106.9984,United States of America
Kandas,Vulnerable,300,-4.4121,152.7868,Papua New Guinea
Kangjia,Severely endangered,300,36.0757,102.2991,China
Kaxarari,Critically endangered,300,-9.5682,-66.1596,Brazil
Kwansu,Vulnerable,300,-2.5383,140.2061,Indonesia
Legenyem,Vulnerable,300,-0.3186,130.7345,Indonesia
Mandaic,Critically endangered,300,31.3348,48.7023,"Iran, Iraq"
Mangareva,Severely endangered,300,-23.1226,-134.978,Fr. Polynesia
Mani,Critically endangered,300,9.1129,-13.2165,"Guinea, Sierra Leone"
Maniq,Definitely endangered,300,7.35,99.9333,Thailand
Mono,Critically endangered,300,8.6679,14.1723,Cameroon
Northern Paiute (Oregon),Critically endangered,300,43.5883,-119.0595,United States of America
Phong,Definitely endangered,300,18.3333,105,Laos
Shanenawa,Vulnerable,300,-8.1014,-70.2129,Brazil
Sissano,Critically endangered,300,-3.0129,142.0491,Papua New Guinea
Skolt Saami,Severely endangered,300,69.5333,28.6269,"Finland, Norway, Russia"
Tarpia,Severely endangered,300,-2.3723,140.0317,Indonesia
Tause,Vulnerable,300,-2.8744,136.2469,Indonesia
Thaayorre,Definitely endangered,300,-15.0867,141.7167,Australia
Tlingit (United States of America),Critically endangered,300,58.334,-133.7475,United States of America
Tol,Critically endangered,300,15.293,-87.1416,Honduras
Tsakonian,Critically endangered,300,37.1712,22.7911,Greece
Tuahka,Severely endangered,300,13.838,-84.4409,Nicaragua
Ute (Utah),Severely endangered,300,40.2329,-109.8223,United States of America
Vedda,Definitely endangered,300,7.346,81.3935,Sri Lanka
Vera'a,Definitely endangered,300,-13.872,167.4323,Vanuatu
Warapu,Severely endangered,300,-2.9876,141.9838,Papua New Guinea
Waru,Definitely endangered,300,-3.4393,121.9921,Indonesia
Yawarana,Severely endangered,300,5.3863,-66.0058,Venezuela
Yimas,Severely endangered,300,-4.6038,143.6077,Papua New Guinea
Tilapa Otomí,Severely endangered,292,18.8923,-99.2986,Mexico
Paumarí,Severely endangered,290,-5.8947,-64.5996,Brazil
Wayana (Brazil),Vulnerable,288,1.3182,-55.2612,Brazil
Achagua,Severely endangered,283,4.434,-70.8837,Colombia
Guajá,Vulnerable,283,-3.4914,-46.2963,Brazil
Maniwaki Algonquin,Severely endangered,280,46.3392,-76.0485,Canada
Alabama,Definitely endangered,275,30.7158,-94.7028,United States of America
Cocopa (Arizona),Severely endangered,275,32.608,-114.6497,United States of America
Miltu,Critically endangered,272,10.2149,17.3913,Chad
Arara do Pará,Vulnerable,271,-3.7546,-52.976,Brazil
Kaki Ae,Vulnerable,266,-7.9653,145.7858,Papua New Guinea
Nisga'a,Severely endangered,265,55.2035,-129.07,Canada
"Zapotec of the Valleys, central",Severely endangered,257,16.85,-96.6666,Mexico
Bosilewa,Vulnerable,250,-9.449,150.661,Papua New Guinea
Caquinte Campa,Definitely endangered,250,-11.146,-73.4765,Peru
Gwich'in (Canada),Severely endangered,250,67.4407,-134.8272,Canada
Kaibobo,Definitely endangered,250,-3.1843,128.1829,Indonesia
Kaiep,Vulnerable,250,-3.6666,143.8166,Papua New Guinea
Kaiy,Vulnerable,250,-2.943,138.1777,Indonesia
Laji,Critically endangered,250,22.5304,105.885,China
Lehali,Vulnerable,250,-13.5205,167.2998,Vanuatu
Lillooet,Severely endangered,250,50.3326,-122.6789,Canada
Löyöp,Vulnerable,250,-13.5311,167.3368,Vanuatu
Nyangumarta,Vulnerable,250,-20.016,120.4101,Australia
Pear,Severely endangered,250,12.4666,102.65,Cambodia
Ruc,Definitely endangered,250,17.6833,105.7833,"Laos, Vietnam"
Sause,Severely endangered,250,-3.1706,139.7515,Indonesia
Texistepecan,Severely endangered,250,17.8941,-94.8163,Mexico
Winnebago (Nebraska),Severely endangered,250,42.2475,-96.4722,United States of America
Winnebago (Wisconsin),Severely endangered,250,44.2986,-90.8508,United States of America
Zapotec of San Bartolo Yautepec,Severely endangered,246,16.4333,-95.9666,Mexico
Mixtec of San Miguel Piedras,Severely endangered,243,17,-97.05,Mexico
North Alaskan Inupiaq (Canada),Severely endangered,240,68.3217,-133.532,Canada
Waiwai (Guyana),Vulnerable,240,1.5598,-58.5131,Guyana
As,Vulnerable,230,-0.736,131.7727,Indonesia
Siglitun,Severely endangered,230,69.4386,-132.9998,Canada
K'iche' (Mexico),Definitely endangered,226,19.3482,-90.7177,Mexico
Paipai,Severely endangered,226,29.65,-115.1333,Mexico
Garuwahi,Definitely endangered,225,-10.2284,150.4083,Papua New Guinea
Picuris,Vulnerable,225,36.1914,-105.7151,United States of America
Neku,Severely endangered,221,-21.5169,165.4568,New Caledonia
Tiri,Definitely endangered,221,-21.6141,165.7836,New Caledonia
Danisi,Critically endangered,220,-19.4769,25.2136,Botswana
Emplawas,Definitely endangered,220,-8.0374,129.7375,Indonesia
Mixtec of the northeast lowlands,Severely endangered,220,17.5333,-97.35,Mexico
Musom,Definitely endangered,219,-6.5391,146.9119,Papua New Guinea
Pwaamèi,Definitely endangered,219,-20.8767,164.7413,New Caledonia
"Zapotec of the Valleys, west",Definitely endangered,211,16.2666,-96.8833,Mexico
Karo,Vulnerable,208,-10.5749,-61.5893,Brazil
Cocopa (Mexico),Definitely endangered,206,32.25,-115.25,Mexico
Korúbo,Vulnerable,205,-5.8346,-70.9277,Brazil
Aja,Critically endangered,200,8.6136,25.2465,Sudan
Antakirinya,Definitely endangered,200,-26.7848,134.2968,Australia
Bana,Severely endangered,200,20.4836,100.3161,Laos
Baras,Severely endangered,200,-1.8838,119.3774,Indonesia
Batak,Definitely endangered,200,10.1081,119,Philippines
Birri,Critically endangered,200,5.4902,26.8505,Central African Rep.
Bonggo,Severely endangered,200,-2.2461,139.5208,Indonesia
Central Siberian Yupik (Chukotka),Severely endangered,200,64.546,-173.128,Russia
Chawte,Definitely endangered,200,24.1918,94.2736,Myanmar
Che Wong,Definitely endangered,200,3.6271,102.1907,Malaysia
Defaka,Critically endangered,200,4.538,7.5311,Nigeria
Doga,Definitely endangered,200,-9.6278,149.8384,Papua New Guinea
Dorig,Definitely endangered,200,-14.3236,167.5669,Vanuatu
Dukha,Severely endangered,200,51.9307,98.9318,Mongolia
Emae,Vulnerable,200,-17.0567,168.3956,Vanuatu
Erokwanas,Vulnerable,200,-2.8113,132.6708,Indonesia
Gowro,Severely endangered,200,35.0254,72.9341,Pakistan
Hayu,Critically endangered,200,27.2912,86.0696,Nepal
Hidatsa,Definitely endangered,200,47.7321,-102.6758,United States of America
Ingrian,Severely endangered,200,59.7397,28.7017,Russia
Iwaidja,Vulnerable,200,-11.4592,132.55,Australia
Kadai,Definitely endangered,200,-1.7465,125.2606,Indonesia
Kao,Definitely endangered,200,1.1479,127.8204,Indonesia
Karo,Critically endangered,200,5.2003,36.0681,Ethiopia
Kelo,Critically endangered,200,9.4463,34.0219,Sudan
Kokota,Vulnerable,200,-8.0347,159.1781,Solomon Is.
Koneraw,Vulnerable,200,-8.3854,137.9415,Indonesia
Koroshi,Critically endangered,200,29.8978,52.6574,Iran
Magori,Vulnerable,200,-10.2554,149.2108,Papua New Guinea
Maung,Vulnerable,200,-11.913,133.7255,Australia
Mehináku,Vulnerable,200,-12.5423,-53.2403,Brazil
Moghol,Critically endangered,200,34.3569,61.5875,Afghanistan
Ningalami,Severely endangered,200,35.2355,71.51,Afghanistan
Northern Alta,Severely endangered,200,15.7162,121.4085,Philippines
Numbani,Vulnerable,200,-7.5177,147.2991,Papua New Guinea
Nung Ven,Vulnerable,200,23.15,105.2166,Vietnam
Ongamo,Critically endangered,200,-2.932,37.4853,Kenya
Orejón,Severely endangered,200,-2.7674,-72.9492,Peru
Pacific Gulf Yupik,Severely endangered,200,58.1938,-155.6542,United States of America
Pipil,Critically endangered,200,13.722,-89.7195,El Salvador
Saisiyat,Severely endangered,200,24.5977,121.0762,China
Sauk-Fox,Critically endangered,200,41.9637,-92.5768,United States of America
Sepa,Vulnerable,200,-4.3245,144.9755,Papua New Guinea
Shark Bay,Vulnerable,200,-15.2987,167.1459,Vanuatu
Southern Chocho,Severely endangered,200,17.6608,-97.335,Mexico
Theen,Severely endangered,200,20.2022,102.8538,Laos
Töitschu,Severely endangered,200,45.6913,7.8682,Italy
|Xaise,Critically endangered,200,-21.2458,26.1776,Botswana
Beaver,Definitely endangered,195,56.481,-121.8831,Canada
Nootka,Severely endangered,185,49.2818,-126.0627,Canada
Tipai (Mexico),Severely endangered,184,32,-116.1166,Mexico
Uru-eu-au-au,Vulnerable,183,-11.6852,-63.6547,Brazil
Eastern Chocho,Severely endangered,181,17.7223,-97.3213,Mexico
Bahonsuai,Definitely endangered,180,-2.2186,121.6845,Indonesia
Bedoanas,Vulnerable,180,-2.7263,132.5582,Indonesia
Jarawára,Vulnerable,180,-7.2153,-65.0115,Brazil
Keder,Severely endangered,180,-2.043,139.0979,Indonesia
Straits Salish,Severely endangered,180,48.4457,-123.4205,"Canada, United States of America"
Zo'é,Vulnerable,177,0.7909,-57.1289,Brazil
Central Ojibwe,Definitely endangered,175,50.2275,-86.9635,Canada
Kuurinji,Definitely endangered,175,-18.1047,129.8474,Australia
Mwatebu,Definitely endangered,166,-10.0202,151.0537,Papua New Guinea
Zazao,Critically endangered,166,-8.1832,159.2269,Solomon Is.
"Zapotec of the Southern mountains, northwest lowlands",Definitely endangered,164,16.6333,-96.95,Mexico
Pije,Severely endangered,161,-20.7869,164.9487,New Caledonia
Aweti,Vulnerable,160,-12.2053,-53.3705,Brazil
Koro,Definitely endangered,160,-14.3242,167.4728,Vanuatu
Meriam Mir,Definitely endangered,160,-9.9201,144.0472,Australia
Onjab,Vulnerable,160,-9.2973,149.1613,Papua New Guinea
Tsimshian,Critically endangered,160,54.5016,-130.3832,Canada
Chihuahua Lower Pima,Definitely endangered,159,28.686,-106.1378,Mexico
Sonora Lower Pima,Severely endangered,159,28.3716,-108.9265,Mexico
Kaska,Severely endangered,155,61.9751,-132.4544,Canada
Aikana,Definitely endangered,150,-12.651,-60.3918,Brazil
Aleut (Eastern),Critically endangered,150,54.7212,-164.4433,United States of America
Aleut (Western),Severely endangered,150,52.2304,-174.1978,United States of America
Amblong,Definitely endangered,150,-15.4933,166.9846,Vanuatu
Arguni,Vulnerable,150,-2.6632,132.5418,Indonesia
Assiniboine (United States of America),Critically endangered,150,48.4466,-114.8783,United States of America
Baki,Vulnerable,150,-16.7013,168.145,Vanuatu
Cacua,Severely endangered,150,0.9166,-69.5,Colombia
Camarines Norte Agta,Severely endangered,150,14.0135,122.8873,Philippines
Cubeo (Brazil),Definitely endangered,150,1.2713,-67.8076,Brazil
Gwich'in (United States of America),Severely endangered,150,68.1171,-145.5173,United States of America
Hiw,Definitely endangered,150,-13.1343,166.5671,Vanuatu
Katxuyana-Xikuyána,Vulnerable,150,2.043,-55.4589,Brazil
Ket,Severely endangered,150,62.6236,87.7148,Russia
Koyukon,Critically endangered,150,66.3375,-151.1608,United States of America
Malmariv,Vulnerable,150,-15.2656,166.9104,Vanuatu
Mt. Iraya Agta,Definitely endangered,150,13.459,123.5467,Philippines
Ocaina (Peru),Critically endangered,150,-2.8552,-71.9824,Peru
Papapana,Definitely endangered,150,-5.8974,155.2505,Papua New Guinea
Quechan,Definitely endangered,150,32.7279,-114.7255,United States of America
Southern Ayta,Critically endangered,150,13.027,124.1549,Philippines
Tundra Yukagir,Critically endangered,150,69.1654,154.4732,Russia
Tupari,Definitely endangered,150,-12.0876,-62.4792,Brazil
Wari,Definitely endangered,150,-3.2173,138.4497,Indonesia
Yavapai,Severely endangered,150,34.5638,-112.4453,United States of America
Mlabri,Definitely endangered,149,18.4796,101.0961,"Laos, Thailand"
Negidal,Critically endangered,147,52.942,139.779,Russia
Suarmin,Definitely endangered,145,-5.0526,141.9818,Papua New Guinea
Kickapoo (Mexico),Critically endangered,144,28,-101.75,Mexico
Wab,Vulnerable,142,-5.6296,146.39,Papua New Guinea
Motocintlec,Critically endangered,141,15.3709,-92.2484,Mexico
Dengalu,Definitely endangered,140,-7.0572,146.3598,Papua New Guinea
Dimbong,Critically endangered,140,4.7078,10.6567,Cameroon
Kunbarlang,Severely endangered,140,-12.0661,134.0661,Australia
Machineri (Bolivia),Severely endangered,140,-11.146,-69.0161,Bolivia
Taworta,Vulnerable,140,-3.2776,138.7902,Indonesia
ǂHoa,Critically endangered,140,-24.1668,24.4885,Botswana
Handuri,Critically endangered,138,31.0011,77.3107,India
Suruahá,Vulnerable,136,-6.8828,-66.9726,Brazil
Kutenai,Severely endangered,135,49.6467,-115.7372,"Canada, United States of America"
Nauna,Vulnerable,130,-2.2159,148.1986,Papua New Guinea
Okanagan,Definitely endangered,130,50.3059,-119.3228,"Canada, United States of America"
Piu,Definitely endangered,130,-6.9591,146.4257,Papua New Guinea
Ocaina (Colombia),Severely endangered,126,-2,-71.5,Colombia
Yuki,Severely endangered,125,-16.2463,-65.0061,Bolivia
Asurini do Xingu,Vulnerable,124,-3.9095,-52.4707,Brazil
Nahukwa,Definitely endangered,124,-12.1043,-53.2944,Brazil
Aputai,Critically endangered,120,-7.6511,126.4086,Indonesia
Budibud,Vulnerable,120,-9.2973,153.6891,Papua New Guinea
Capanahua,Severely endangered,120,-6.5991,-74.2895,Peru
Dâw,Vulnerable,120,0.2197,-68.7744,Brazil
Ili Turk,Severely endangered,120,44.0244,81.145,China
Lamu,Critically endangered,120,26.2434,100.8654,China
Obokuitai,Vulnerable,120,-2.9046,138.0816,Indonesia
Polonomombauk,Definitely endangered,120,-15.4907,167.0814,Vanuatu
Samre,Critically endangered,120,12.1166,103.0833,Cambodia
Tutuba,Definitely endangered,120,-15.5727,167.275,Vanuatu
Northern Tutchone,Definitely endangered,115,62.8255,-136.5838,Canada
Dubu,Vulnerable,110,-3.5134,140.8612,Indonesia
Haisla,Critically endangered,110,53.9745,-128.6443,Canada
Heiltsuk,Critically endangered,105,52.1591,-128.1546,Canada
Kwegu,Critically endangered,103,5.4191,36.0791,Ethiopia
Adnyamathanha,Definitely endangered,100,-30.6,138.6035,Australia
Ainbai,Severely endangered,100,-3.1,141.2,Papua New Guinea
Arem,Severely endangered,100,18.1771,105.3369,"Laos, Vietnam"
Banawá Yafi,Vulnerable,100,-6.6427,-64.5996,Brazil
Bara (Colombia),Critically endangered,100,0.05,-70.1733,Colombia
Bikaru,Severely endangered,100,-4.8,143,Papua New Guinea
Boor,Critically endangered,100,10.2149,17.3721,Chad
Burate,Severely endangered,100,-2.7811,135.9915,Indonesia
Callahuaya,Critically endangered,100,-15.1357,-69.1699,Bolivia
Comanche,Severely endangered,100,34.6086,-98.3904,United States of America
Dabra,Vulnerable,100,-3.4092,139.0209,Indonesia
Djinang,Definitely endangered,100,-12.3507,135.1098,Australia
Dulbu,Critically endangered,100,9.985,10.0579,Nigeria
Ghomara,Critically endangered,100,35.0108,-5.5151,Morocco
Itelmen,Critically endangered,100,57.1496,156.9012,Russia
Jebero,Critically endangered,100,-5.3097,-75.9814,Peru
Jilbe,Critically endangered,100,11.749,14.5458,Nigeria
Kalamo,Severely endangered,100,-6.7,142.5,Papua New Guinea
Kanowit,Severely endangered,100,2.0652,112.1489,Malaysia
Karas,Severely endangered,100,-3.4585,132.6599,Indonesia
Kiong,Critically endangered,100,5.2906,8.3523,Nigeria
Kofei,Severely endangered,100,-2.3833,136.7907,Indonesia
Likum,Definitely endangered,100,-2.1651,146.6921,Papua New Guinea
Maricopa,Severely endangered,100,33.3772,-112.1676,United States of America
Mohave (Arizona),Severely endangered,100,34.0231,-114.5045,United States of America
Mohave (California),Severely endangered,100,34.6905,-114.598,United States of America
Molo,Critically endangered,100,10.898,34.2773,Sudan
Mulao,Severely endangered,100,26.5851,107.9524,China
Mvanip,Critically endangered,100,6.7027,11.2225,Nigeria
Nafi,Severely endangered,100,-6.3999,146.802,Papua New Guinea
Nemadi,Critically endangered,100,18.4118,-9.4482,Mauritania
Ninam (Venezuela),Vulnerable,100,4.5435,-63.5668,Venezuela
Omagua (Peru),Critically endangered,100,-4.0724,-73.103,Peru
Oroch,Critically endangered,100,49.1781,139.7625,Russia
Oroha,Severely endangered,100,-9.7686,161.51,Solomon Is.
Pauwi,Vulnerable,100,-1.8151,137.8193,Indonesia
Piame,Severely endangered,100,-4.9,142.85,Papua New Guinea
Pyu,Severely endangered,100,-4.5,140.9,Indonesia
Ruga,Critically endangered,100,25.2844,90.4614,India
Sahaptin,Severely endangered,100,44.7712,-121.2871,United States of America
Samatao,Critically endangered,100,24.9359,102.7935,China
Seneca (United States of America),Severely endangered,100,42.3291,-78.868,United States of America
Senggi,Vulnerable,100,-3.4339,140.7685,Indonesia
Shawnee,Severely endangered,100,35.359,-96.9298,United States of America
Shiwiar,Severely endangered,100,-2.2186,-76.8164,Ecuador
